codigo_ipress,anio,mes,CA_CAMAS,CA_MEDICOS_TOTAL,CA_MEDICOS_RESIDENTES,CA_ENFERMERAS,departamento,provincia,distrito,sector,categoria,nombre_ipress,_codigo_original,_anio_original,_mes_original,_clave_valida,_archivo,_registro,_huella_fila,original_ANHO,original_MES,original_UBIGEO,original_DEPARTAMENTO,original_PROVINCIA,original_DISTRITO,original_SECTOR,original_CATEGORIA,original_CO_IPRESS,original_RAZON_SOC,original_CA_CONSULTORIOS,original_CA_CONSULTORIOS_FN,original_CA_CAMAS,original_CA_MEDICOS_TOTAL,original_CA_MEDICOS_SERUM,original_CA_MEDICOS_RESIDENTES,original_CA_ENFERMERAS,original_CA_ODONTOLOGOS,original_CA_PSICOLOGOS,original_CA_NUTRICIONISTAS,original_CA_TECNOLOGOS_MEDICOS,original_CA_OBSTETRICES,original_CA_FARMACEUTICOS,original_CA_AUXILIARES,original_CA_OTROS_PROF,original_CA_AMBULANCIAS,filas_clave
00007327,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,PAMPAS,GOBIERNO REGIONAL,I-1,CASAY OCOBAMBA,00007327,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,604,4591213389927267061,2024,12,090701,HUANCAVELICA,TAYACAJA,PAMPAS,GOBIERNO REGIONAL,I-1,00007327,CASAY OCOBAMBA,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
00011189,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,SALCAHUASI,GOBIERNO REGIONAL,I-1,LA LOMA,00011189,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,605,286548845290401389,2024,12,090715,HUANCAVELICA,TAYACAJA,SALCAHUASI,GOBIERNO REGIONAL,I-1,00011189,LA LOMA,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
00007090,2024,12,0,0,0,0,HUANCAVELICA,TAYACAJA,SURCUBAMBA,GOBIERNO REGIONAL,I-1,VISTA ALEGRE,00007090,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,606,477988087181519136,2024,12,090717,HUANCAVELICA,TAYACAJA,SURCUBAMBA,GOBIERNO REGIONAL,I-1,00007090,VISTA ALEGRE,3,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2
00007295,2024,12,0,0,0,0,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,GOBIERNO REGIONAL,I-1,UCHUYSIHUIS,00007295,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,607,9856794021465513353,2024,12,090718,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,GOBIERNO REGIONAL,I-1,00007295,UCHUYSIHUIS,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
00004098,2024,12,0,3,0,5,HUANCAVELICA,TAYACAJA,ACOSTAMBO,GOBIERNO REGIONAL,I-3,ACOSTAMBO,00004098,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,608,2470743073766234462,2024,12,090702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,GOBIERNO REGIONAL,I-3,00004098,ACOSTAMBO,7,14,0,3,1,0,5,2,1,0,0,5,1,9,1,1,2
00004109,2024,12,0,1,0,2,HUANCAVELICA,TAYACAJA,HUARIBAMBA,GOBIERNO REGIONAL,I-3,HUARIBAMBA,00004109,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,609,7249507470067574265,2024,12,090709,HUANCAVELICA,TAYACAJA,HUARIBAMBA,GOBIERNO REGIONAL,I-3,00004109,HUARIBAMBA,2,2,0,1,1,0,2,2,1,0,0,2,0,5,0,0,2
00007291,2024,12,0,0,0,0,HUANCAVELICA,TAYACAJA,SURCUBAMBA,GOBIERNO REGIONAL,I-1,PUEBLO LIBRE,00007291,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,610,7905620222300184697,2024,12,090717,HUANCAVELICA,TAYACAJA,SURCUBAMBA,GOBIERNO REGIONAL,I-1,00007291,PUEBLO LIBRE,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
00007293,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,LAMBRAS,GOBIERNO REGIONAL,I-1,SOCOS,00007293,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,611,15162594587684079857,2024,12,090724,HUANCAVELICA,TAYACAJA,LAMBRAS,GOBIERNO REGIONAL,I-1,00007293,SOCOS,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00004076,2024,12,0,1,0,1,HUANCAVELICA,TAYACAJA,PAMPAS,GOBIERNO REGIONAL,I-2,SOCORRO,00004076,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,612,1531586876645680143,2024,12,090701,HUANCAVELICA,TAYACAJA,PAMPAS,GOBIERNO REGIONAL,I-2,00004076,SOCORRO,2,2,0,1,1,0,1,0,0,0,0,1,0,2,0,0,2
00004085,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,GOBIERNO REGIONAL,I-1,MARCOPATA,00004085,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,613,3693785479039634182,2024,12,090706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,GOBIERNO REGIONAL,I-1,00004085,MARCOPATA,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
00004086,2024,12,0,1,0,3,HUANCAVELICA,TAYACAJA,SALCABAMBA,GOBIERNO REGIONAL,I-3,CETRO DE SALUD SALCABAMBA,00004086,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,614,17500209656454754773,2024,12,090714,HUANCAVELICA,TAYACAJA,SALCABAMBA,GOBIERNO REGIONAL,I-3,00004086,CETRO DE SALUD SALCABAMBA,7,14,0,1,1,0,3,2,1,0,0,2,0,6,0,1,2
00004088,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,SALCABAMBA,GOBIERNO REGIONAL,I-1,PATAY,00004088,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,615,6430580009359253384,2024,12,090714,HUANCAVELICA,TAYACAJA,SALCABAMBA,GOBIERNO REGIONAL,I-1,00004088,PATAY,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00004101,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,ACOSTAMBO,GOBIERNO REGIONAL,I-1,ALFAPATA,00004101,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,616,16178931355607306416,2024,12,090702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,GOBIERNO REGIONAL,I-1,00004101,ALFAPATA,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
00004108,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,PAZOS,GOBIERNO REGIONAL,I-1,SANTA CRUZ DE ILA,00004108,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,617,10717977606095314911,2024,12,090711,HUANCAVELICA,TAYACAJA,PAZOS,GOBIERNO REGIONAL,I-1,00004108,SANTA CRUZ DE ILA,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00007289,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,GOBIERNO REGIONAL,I-1,MARCAVALLE,00007289,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,619,1243588270228654974,2024,12,090707,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,GOBIERNO REGIONAL,I-1,00007289,MARCAVALLE,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
00007394,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,GOBIERNO REGIONAL,I-1,SAN JUAN DE PALTARUMI,00007394,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,620,7265559963680864631,2024,12,090706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,GOBIERNO REGIONAL,I-1,00007394,SAN JUAN DE PALTARUMI,2,2,0,0,0,0,1,0,0,0,0,1,0,2,0,0,2
00007450,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,COLCABAMBA,MINSA,I-1,RUNDOVILCA,00007450,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,621,882473116687701309,2024,12,090705,HUANCAVELICA,TAYACAJA,COLCABAMBA,MINSA,I-1,00007450,RUNDOVILCA,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
00012900,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,COLCABAMBA,GOBIERNO REGIONAL,I-1,RANRA,00012900,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,622,7132508386869923932,2024,12,090705,HUANCAVELICA,TAYACAJA,COLCABAMBA,GOBIERNO REGIONAL,I-1,00012900,RANRA,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00012904,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,ANDAYMARCA,GOBIERNO REGIONAL,I-1,PICHIU,00012904,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,623,10859750750169101225,2024,12,090720,HUANCAVELICA,TAYACAJA,ANDAYMARCA,GOBIERNO REGIONAL,I-1,00012904,PICHIU,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
00003892,2024,12,0,1,0,1,HUANCAVELICA,TAYACAJA,AHUAYCHA,GOBIERNO REGIONAL,I-2,NUEVA ESPERANZA,00003892,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,624,11626619757820851945,2024,12,090704,HUANCAVELICA,TAYACAJA,AHUAYCHA,GOBIERNO REGIONAL,I-2,00003892,NUEVA ESPERANZA,0,2,0,1,1,0,1,0,0,0,0,1,0,1,0,0,2
00003894,2024,12,0,3,0,3,HUANCAVELICA,TAYACAJA,QUICHUAS,GOBIERNO REGIONAL,I-3,QUICHUAS,00003894,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,625,14850491851372961283,2024,12,090719,HUANCAVELICA,TAYACAJA,QUICHUAS,GOBIERNO REGIONAL,I-3,00003894,QUICHUAS,7,14,0,3,0,0,3,2,1,0,0,3,0,7,1,1,2
00004092,2024,12,0,1,0,1,HUANCAVELICA,TAYACAJA,COLCABAMBA,GOBIERNO REGIONAL,I-2,CARPAPATA,00004092,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,626,7609848060518521527,2024,12,090705,HUANCAVELICA,TAYACAJA,COLCABAMBA,GOBIERNO REGIONAL,I-2,00004092,CARPAPATA,3,3,0,1,1,0,1,0,0,0,0,1,0,1,0,0,2
00011431,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,QUICHUAS,GOBIERNO REGIONAL,I-1,SANTA ROSA DE MALLMA,00011431,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,627,7350751940195512712,2024,12,090719,HUANCAVELICA,TAYACAJA,QUICHUAS,GOBIERNO REGIONAL,I-1,00011431,SANTA ROSA DE MALLMA,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
00004083,2024,12,11,5,0,10,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,GOBIERNO REGIONAL,I-4,DANIEL HERNANDEZ,00004083,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,628,11459247402012582875,2024,12,090706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,GOBIERNO REGIONAL,I-4,00004083,DANIEL HERNANDEZ,12,24,11,5,1,0,10,3,2,0,0,8,2,16,2,1,2
00007388,2024,12,0,0,0,0,HUANCAVELICA,TAYACAJA,ANDAYMARCA,GOBIERNO REGIONAL,I-1,QUINTAO,00007388,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,629,635381624117554916,2024,12,090720,HUANCAVELICA,TAYACAJA,ANDAYMARCA,GOBIERNO REGIONAL,I-1,00007388,QUINTAO,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
00032253,2024,12,0,0,0,0,HUANCAVELICA,TAYACAJA,SALCABAMBA,GOBIERNO REGIONAL,I-1,SANTA ROSA DE PALCA,00032253,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,630,11770095312327910746,2024,12,090714,HUANCAVELICA,TAYACAJA,SALCABAMBA,GOBIERNO REGIONAL,I-1,00032253,SANTA ROSA DE PALCA,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
00004079,2024,12,0,0,0,0,HUANCAVELICA,TAYACAJA,ACRAQUIA,GOBIERNO REGIONAL,I-1,MATASENCCA,00004079,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,632,17830574844904549480,2024,12,090703,HUANCAVELICA,TAYACAJA,ACRAQUIA,GOBIERNO REGIONAL,I-1,00004079,MATASENCCA,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
00004104,2024,12,0,2,0,5,HUANCAVELICA,TAYACAJA,PAZOS,GOBIERNO REGIONAL,I-3,CENTRO DE SALUD PAZOS,00004104,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,633,11483075278409233431,2024,12,090711,HUANCAVELICA,TAYACAJA,PAZOS,GOBIERNO REGIONAL,I-3,00004104,CENTRO DE SALUD PAZOS,7,14,0,2,2,0,5,4,2,0,0,5,1,13,1,1,2
00004106,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,PAZOS,GOBIERNO REGIONAL,I-1,SAN PEDRO DE MULLACA,00004106,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,634,11566030164910924470,2024,12,090711,HUANCAVELICA,TAYACAJA,PAZOS,GOBIERNO REGIONAL,I-1,00004106,SAN PEDRO DE MULLACA,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00004113,2024,12,0,0,0,0,HUANCAVELICA,TAYACAJA,HUARIBAMBA,GOBIERNO REGIONAL,I-1,TAPO,00004113,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,635,13223270710503505716,2024,12,090709,HUANCAVELICA,TAYACAJA,HUARIBAMBA,GOBIERNO REGIONAL,I-1,00004113,TAPO,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
00006629,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,COCHABAMBA,GOBIERNO REGIONAL,I-1,COCHABAMBA GRANDE,00006629,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,636,9889250826869093896,2024,12,090725,HUANCAVELICA,TAYACAJA,COCHABAMBA,GOBIERNO REGIONAL,I-1,00006629,COCHABAMBA GRANDE,2,2,0,0,0,0,1,0,0,0,0,1,0,2,0,0,2
00007108,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,ACOSTAMBO,GOBIERNO REGIONAL,I-1,QUINTAOJO,00007108,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,637,17507873888214837784,2024,12,090702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,GOBIERNO REGIONAL,I-1,00007108,QUINTAOJO,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00007396,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,ACRAQUIA,GOBIERNO REGIONAL,I-1,LLAMACANCHA,00007396,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,638,5934751192307345640,2024,12,090703,HUANCAVELICA,TAYACAJA,ACRAQUIA,GOBIERNO REGIONAL,I-1,00007396,LLAMACANCHA,7,14,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2
00007706,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,SALCAHUASI,GOBIERNO REGIONAL,I-1,CHUYAPATA,00007706,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,639,15979164279185851805,2024,12,090715,HUANCAVELICA,TAYACAJA,SALCAHUASI,GOBIERNO REGIONAL,I-1,00007706,CHUYAPATA,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00031694,2024,12,0,0,0,0,HUANCAVELICA,TAYACAJA,LAMBRAS,GOBIERNO REGIONAL,I-1,VIRGEN DEL CARMEN DE HUAYLACUCHO,00031694,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,640,13576552162457329095,2024,12,090724,HUANCAVELICA,TAYACAJA,LAMBRAS,GOBIERNO REGIONAL,I-1,00031694,VIRGEN DEL CARMEN DE HUAYLACUCHO,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
00004091,2024,12,0,2,0,2,HUANCAVELICA,TAYACAJA,ANDAYMARCA,GOBIERNO REGIONAL,I-3,ANDAYMARCA,00004091,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,641,6768412957175920881,2024,12,090720,HUANCAVELICA,TAYACAJA,ANDAYMARCA,GOBIERNO REGIONAL,I-3,00004091,ANDAYMARCA,7,14,0,2,0,0,2,1,1,0,0,2,0,4,0,1,2
00004111,2024,12,0,1,0,3,HUANCAVELICA,TAYACAJA,PICHOS,GOBIERNO REGIONAL,I-3,SANTIAGO DE PICHUS,00004111,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,642,11535085193510267478,2024,12,090722,HUANCAVELICA,TAYACAJA,PICHOS,GOBIERNO REGIONAL,I-3,00004111,SANTIAGO DE PICHUS,2,2,0,1,1,0,3,2,1,0,0,2,0,4,0,0,2
00004112,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,HUARIBAMBA,GOBIERNO REGIONAL,I-1,HUAYARQUI,00004112,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,643,10801638148380716462,2024,12,090709,HUANCAVELICA,TAYACAJA,HUARIBAMBA,GOBIERNO REGIONAL,I-1,00004112,HUAYARQUI,7,14,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2
00007294,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,GOBIERNO REGIONAL,I-1,SUNE GRANDE,00007294,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,644,5350048555919714812,2024,12,090718,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,GOBIERNO REGIONAL,I-1,00007294,SUNE GRANDE,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00007327,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,PAMPAS,GOBIERNO REGIONAL,I-1,CASAY OCOBAMBA,00007327,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,645,4591213389927267061,2024,12,090701,HUANCAVELICA,TAYACAJA,PAMPAS,GOBIERNO REGIONAL,I-1,00007327,CASAY OCOBAMBA,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
00011189,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,SALCAHUASI,GOBIERNO REGIONAL,I-1,LA LOMA,00011189,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,646,286548845290401389,2024,12,090715,HUANCAVELICA,TAYACAJA,SALCAHUASI,GOBIERNO REGIONAL,I-1,00011189,LA LOMA,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
00032931,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,PAMPAS,GOBIERNO REGIONAL,0,HOGAR PROTEGIDO VIRGEN PURISIMA DE PAMPAS,00032931,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,647,18310257591507527231,2024,12,090701,HUANCAVELICA,TAYACAJA,PAMPAS,GOBIERNO REGIONAL,0,00032931,HOGAR PROTEGIDO VIRGEN PURISIMA DE PAMPAS,2,2,0,0,0,0,1,0,0,0,0,0,0,7,0,0,2
00002416,2024,12,NE_0002,NE_0002,NE_0002,NE_0002,CUSCO,ESPINAR,PALLPATA,GOBIERNO REGIONAL,I-3,PALLPATA,00002416,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,694,17360705384412674075,2024,12,080805,CUSCO,ESPINAR,PALLPATA,GOBIERNO REGIONAL,I-3,00002416,PALLPATA,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,3
00002420,2024,12,NE_0002,NE_0002,NE_0002,NE_0002,CUSCO,ESPINAR,ALTO PICHIGUA,GOBIERNO REGIONAL,I-2,ACCOCUNCA,00002420,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,695,17282279632062551651,2024,12,080808,CUSCO,ESPINAR,ALTO PICHIGUA,GOBIERNO REGIONAL,I-2,00002420,ACCOCUNCA,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,3
00034450,2024,12,0,1,0,1,CUSCO,ESPINAR,PICHIGUA,GOBIERNO REGIONAL,I-2,PICHIGUA ESPINAR,00034450,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,696,12869707080055654519,2024,12,080806,CUSCO,ESPINAR,PICHIGUA,GOBIERNO REGIONAL,I-2,00034450,PICHIGUA ESPINAR,4,9,0,1,0,0,1,1,0,1,0,1,0,4,0,1,3
00002413,2024,12,0,1,0,2,CUSCO,ESPINAR,COPORAQUE,GOBIERNO REGIONAL,I-2,URINSAYA,00002413,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,697,2813994424392923695,2024,12,080803,CUSCO,ESPINAR,COPORAQUE,GOBIERNO REGIONAL,I-2,00002413,URINSAYA,4,4,0,1,1,0,2,0,0,0,0,2,0,5,0,1,3
00006745,2024,12,NE_0002,NE_0002,NE_0002,NE_0002,CUSCO,ESPINAR,ESPINAR,GOBIERNO REGIONAL,I-1,TINTAYA MARQUIRI,00006745,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,698,3699439262626277911,2024,12,080801,CUSCO,ESPINAR,ESPINAR,GOBIERNO REGIONAL,I-1,00006745,TINTAYA MARQUIRI,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,3
00030366,2024,12,NE_0002,NE_0002,NE_0002,NE_0002,CUSCO,ESPINAR,ESPINAR,GOBIERNO REGIONAL,I-2,"MENTAL COMUNITARIO ESPINAR ""MUSUQ KAWSAY""",00030366,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,699,7373468288124360846,2024,12,080801,CUSCO,ESPINAR,ESPINAR,GOBIERNO REGIONAL,I-2,00030366,"MENTAL COMUNITARIO ESPINAR ""MUSUQ KAWSAY""",NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,3
00002410,2024,12,0,9,0,10,CUSCO,ESPINAR,ESPINAR,GOBIERNO REGIONAL,I-4,YAURI,00002410,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,700,15626581420501901169,2024,12,080801,CUSCO,ESPINAR,ESPINAR,GOBIERNO REGIONAL,I-4,00002410,YAURI,8,12,0,9,1,0,10,3,2,3,0,10,2,18,5,1,3
00002416,2024,12,NE_0002,NE_0002,NE_0002,NE_0002,CUSCO,ESPINAR,PALLPATA,GOBIERNO REGIONAL,I-3,PALLPATA,00002416,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,701,17360705384412674075,2024,12,080805,CUSCO,ESPINAR,PALLPATA,GOBIERNO REGIONAL,I-3,00002416,PALLPATA,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,3
00034450,2024,12,0,1,0,1,CUSCO,ESPINAR,PICHIGUA,GOBIERNO REGIONAL,I-2,PICHIGUA ESPINAR,00034450,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,702,12869707080055654519,2024,12,080806,CUSCO,ESPINAR,PICHIGUA,GOBIERNO REGIONAL,I-2,00034450,PICHIGUA ESPINAR,4,9,0,1,0,0,1,1,0,1,0,1,0,4,0,1,3
00002413,2024,12,0,1,0,2,CUSCO,ESPINAR,COPORAQUE,GOBIERNO REGIONAL,I-2,URINSAYA,00002413,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,703,2813994424392923695,2024,12,080803,CUSCO,ESPINAR,COPORAQUE,GOBIERNO REGIONAL,I-2,00002413,URINSAYA,4,4,0,1,1,0,2,0,0,0,0,2,0,5,0,1,3
00002415,2024,12,NE_0002,NE_0002,NE_0002,NE_0002,CUSCO,ESPINAR,OCORURO,GOBIERNO REGIONAL,I-2,OCCORURO,00002415,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,704,9353984685513155726,2024,12,080804,CUSCO,ESPINAR,OCORURO,GOBIERNO REGIONAL,I-2,00002415,OCCORURO,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,3
00004267,2024,12,10,10,0,24,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,GOBIERNO REGIONAL,I-4,SAN IGNACIO,00004267,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,756,5662558370344942238,2024,12,060901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,GOBIERNO REGIONAL,I-4,00004267,SAN IGNACIO,12,11,10,10,0,0,24,3,3,2,4,12,2,36,23,1,2
00004271,2024,12,0,1,0,1,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,GOBIERNO REGIONAL,I-2,BAJO IHUAMACA,00004271,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,757,2235684718405780534,2024,12,060901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,GOBIERNO REGIONAL,I-2,00004271,BAJO IHUAMACA,8,7,0,1,1,0,1,1,0,0,0,1,0,3,0,0,2
00006993,2024,12,0,0,0,1,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,GOBIERNO REGIONAL,I-1,CHAMANAL,00006993,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,758,4087987620527621974,2024,12,060901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,GOBIERNO REGIONAL,I-1,00006993,CHAMANAL,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
00004273,2024,12,0,0,0,1,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,GOBIERNO REGIONAL,I-1,SAN ANTONIO,00004273,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,759,660099086682643782,2024,12,060901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,GOBIERNO REGIONAL,I-1,00004273,SAN ANTONIO,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00007019,2024,12,0,0,0,0,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,GOBIERNO REGIONAL,I-1,MIRAFLORES,00007019,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,760,15402978402308238980,2024,12,060901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,GOBIERNO REGIONAL,I-1,00007019,MIRAFLORES,3,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2
